src_port,dst_port,bytes_received,connection_duration_ms,payload_entropy,packet_size,is_repeated_src,label,source_attack_type
49928,9999,0,0,1.236359813684388,0,True,1,neptune
46215,9999,1024,2000,3.7787862126101888,372,False,0,normal
23894,9999,146,5000,3.3077969341954905,105,False,0,normal
5405,9999,290,0,3.4071063931911665,1024,True,0,normal
63644,9999,0,0,0.8639055502843581,0,True,1,neptune
29775,9999,28,0,3.363798571040979,0,True,1,teardrop
58640,9999,255,0,4.093526453522826,861,True,0,normal
44757,9999,334,0,3.7687710309827906,0,False,1,warezclient
51238,9999,0,0,1.0925180236826528,0,True,1,neptune
50045,9999,302,0,4.077574064113215,498,True,0,normal
13580,9999,0,0,3.1933997772122633,0,True,1,neptune
24499,9999,28,0,4.249741263644499,0,False,1,teardrop
31132,9999,220,0,3.8280497046103776,1024,True,0,normal
33137,9999,43,0,4.091984633316915,69,True,0,normal
3849,9999,44,0,4.118004064210087,133,True,0,normal
36283,9999,8,0,2.7855548454533174,0,False,1,nmap
10977,9999,0,0,1.323262872929745,0,True,1,neptune
48979,9999,0,0,1.0749710981101257,0,True,1,neptune
45088,9999,43,0,4.282024432621785,43,True,0,normal
60537,9999,641,0,3.356578202276369,0,False,0,normal
49069,9999,0,0,2.8421134124188034,0,True,1,neptune
24676,9999,0,0,2.26423527171721,0,True,1,satan
63439,9999,310,0,4.372300688106438,1024,False,0,normal
27528,9999,0,0,2.2974417289657527,0,True,1,neptune
22043,9999,696,0,3.5356726090388397,333,False,0,normal
59441,9999,0,0,3.2671570641359904,0,False,1,portsweep
24922,9999,0,0,0.685312733861376,0,True,1,neptune
5948,9999,0,0,2.5358046716054705,0,True,1,neptune
31315,9999,0,0,1.4533597147700914,0,True,1,neptune
52354,9999,221,0,4.473855878295934,1024,False,0,normal
13246,9999,0,0,1.3610355962704992,0,True,1,neptune
30888,9999,181,0,4.424354836970147,0,False,0,normal
9405,9999,42,0,3.8842103605309717,42,True,0,normal
45309,9999,0,0,0.8977035126816924,0,True,1,neptune
31712,9999,12,0,3.6759593607331986,0,False,0,normal
22325,9999,0,0,1.0838645838579888,0,True,1,neptune
15662,9999,210,0,3.736050836337076,1024,True,0,normal
37440,9999,321,0,3.7834668970365115,1024,True,0,normal
44234,9999,0,0,3.29995021699145,0,True,1,neptune
61684,9999,329,0,4.59226962275719,1024,False,0,normal
29225,9999,0,0,3.1991301271350476,0,True,1,neptune
11390,9999,0,0,1.897157932621284,0,True,1,neptune
54740,9999,8,0,3.647242213983626,0,False,1,ipsweep
41650,9999,320,0,3.0810126803953706,379,True,0,normal
46198,9999,0,0,1.357313944794777,0,True,1,neptune
7296,9999,225,0,3.6140832236766345,1024,True,0,normal
21175,9999,0,0,0.8631538791123182,0,True,1,neptune
50558,9999,0,0,2.1151017449394383,0,True,1,neptune
54713,9999,146,5000,3.5503948763270867,105,False,0,normal
29100,9999,247,0,3.248886291710382,1024,True,0,normal
52940,9999,353,0,3.7828483682898484,1024,False,0,normal
55322,9999,44,0,3.802724253058525,44,True,0,normal
26020,9999,0,0,3.0449802057741047,0,True,1,neptune
58960,9999,0,0,1.6198614821775876,0,True,1,neptune
19624,9999,1024,2000,4.338453132448909,331,False,0,normal
16478,9999,102,0,3.1889151818947594,102,False,0,normal
45052,9999,259,0,4.304007717806428,750,False,0,normal
42102,9999,147,5000,4.05587734872073,105,False,0,normal
10039,9999,0,0,0.951086783981951,0,True,1,neptune
54744,9999,0,0,3.898650235031387,354,True,0,normal
13920,9999,309,0,4.102276214043128,306,False,0,normal
52948,9999,0,0,2.6540566044932175,0,False,0,normal
1498,9999,278,0,3.9088245712376795,1024,False,0,normal
52429,9999,28,0,4.591969561945917,0,True,1,teardrop
51789,9999,313,0,3.6480471077872334,761,False,0,normal
51366,9999,219,0,3.4850560119124525,1024,True,0,normal
43914,9999,245,0,3.9691463260630746,1024,False,0,normal
31445,9999,328,0,3.4347167716218263,1024,True,0,normal
46514,9999,0,0,2.1386084392728306,0,False,0,normal
18901,9999,251,0,3.827766411462592,301,False,0,normal
51389,9999,1024,0,4.724310942281962,335,False,0,normal
36869,9999,0,0,2.9806979520615533,0,False,0,normal
30629,9999,237,0,4.089288547224107,511,False,0,normal
33641,9999,324,0,2.9349258209244375,431,False,0,normal
37714,9999,1,5000,3.2190627462204735,0,False,1,portsweep
3427,9999,0,0,3.046682930654896,0,True,1,neptune
10042,9999,105,0,3.667542585980323,145,False,0,normal
16860,9999,218,0,4.090025235701187,974,True,0,normal
8412,9999,325,0,4.08506080857898,1024,True,0,normal
29383,9999,0,0,2.4702560358210324,0,True,1,neptune
44143,9999,0,0,3.165926863389955,0,True,1,neptune
43241,9999,0,0,1.5985677112635774,0,True,1,neptune
31414,9999,328,5000,3.8860292622632415,275,True,0,normal
56186,9999,0,0,0.566202898781446,0,True,1,neptune
37487,9999,9,0,3.9112099650991357,138,False,0,normal
6133,9999,46,0,4.427306597532215,46,True,0,normal
50374,9999,1024,1000,3.3868405803513637,334,False,0,normal
38092,9999,45,0,4.28927912939209,139,True,0,normal
41970,9999,273,5000,3.6609927707397594,903,False,0,normal
37496,9999,0,0,1.1210315406898688,0,True,1,neptune
36735,9999,0,0,2.7178343624772183,0,True,1,neptune
6866,9999,237,0,3.7164915224592194,138,False,0,normal
37099,9999,225,0,4.761547458117524,1024,False,0,normal
52304,9999,0,0,0.29545670473325414,0,True,1,neptune
20632,9999,0,0,1.2426830887727722,0,True,1,neptune
39913,9999,147,0,4.8656622054606435,0,False,0,normal
3012,9999,262,0,4.342760963236412,1011,False,0,normal
23441,9999,1024,0,3.334451490480409,0,True,1,smurf
29197,9999,0,0,0.35920974554229723,0,True,1,neptune
64421,9999,261,0,3.624187311676799,1024,True,0,normal
14867,9999,0,0,3.0789539557599372,0,True,1,neptune
18864,9999,0,0,3.112971347044526,0,True,1,neptune
27378,9999,294,0,3.3641517228501536,1024,True,0,normal
65061,9999,221,0,3.5636212707765167,981,False,0,normal
56077,9999,284,0,3.5942587565099897,1024,False,0,normal
3262,9999,0,0,0.9096265959425536,0,False,1,nmap
16115,9999,309,0,4.992347728645537,1024,False,0,normal
54031,9999,334,0,3.5334064671882763,0,False,1,warezclient
4785,9999,0,0,0.511521083432106,0,True,1,neptune
56224,9999,0,0,0.43342985242807786,0,True,1,neptune
19176,9999,214,0,4.317772285621116,283,False,0,normal
60222,9999,0,0,0.979329201822449,0,True,1,neptune
19964,9999,0,0,0.5518867259150207,0,True,1,neptune
29042,9999,0,0,0.818602208110834,0,True,1,neptune
43724,9999,46,0,3.6042448495211494,78,True,0,normal
9170,9999,748,0,4.147945640594623,0,False,0,normal
36958,9999,0,0,2.342188303398168,0,True,1,neptune
33603,9999,8,0,4.275432202846118,0,False,1,ipsweep
51594,9999,0,0,0.9535057424463181,0,True,1,neptune
65283,9999,329,0,3.667512256256024,1024,False,0,normal
43879,9999,9,0,3.328299959057575,0,False,0,normal
27421,9999,46,0,4.366844865701518,128,True,0,normal
27240,9999,1024,0,4.33967708918316,0,False,0,normal
27986,9999,0,0,0.7669495016545969,0,True,1,neptune
53537,9999,1,5000,3.606666991471309,0,False,1,portsweep
21745,9999,8,5000,4.010553469442542,135,False,0,normal
11795,9999,266,0,4.387380367697568,529,False,0,normal
22589,9999,245,0,4.148098501016506,0,False,0,normal
2489,9999,295,0,3.911432060061181,465,True,0,normal
7871,9999,0,0,0.5225576943462565,0,True,1,neptune
6833,9999,228,0,3.927231703818664,1024,False,0,normal
50797,9999,1024,0,4.421025334447424,0,True,1,smurf
47624,9999,0,0,2.7459324440502866,0,True,1,neptune
45973,9999,0,0,1.2498706978015894,0,True,1,neptune
30820,9999,0,0,0.4586320589879983,0,True,1,neptune
47282,9999,0,0,3.390029168065179,0,False,0,normal
11427,9999,0,0,3.0264706682449805,0,True,1,satan
59124,9999,1,0,3.3989446205817497,0,True,1,satan
33346,9999,0,0,0.8879927382391939,0,True,1,neptune
61538,9999,30,0,4.465720454659185,0,False,0,normal
10849,9999,1024,1000,3.370483729673388,333,False,0,normal
33107,9999,19,0,3.4645248806875326,0,False,0,normal
45944,9999,661,0,3.9652515226067533,329,False,0,normal
32997,9999,28,0,5.0366653652160975,0,True,1,teardrop
29805,9999,0,0,0.6637109579802509,0,True,1,neptune
11746,9999,0,0,1.2476369997927477,0,True,1,neptune
25604,9999,0,0,1.1300677038006754,0,True,1,neptune
16427,9999,1024,0,3.705240049867228,364,False,0,normal
20474,9999,223,0,4.080566675892437,656,True,0,normal
45130,9999,350,5000,3.7760826689525224,1024,False,1,warezclient
41684,9999,233,0,3.821097604941744,1024,True,0,normal
40194,9999,0,0,0.16936404861343335,0,True,1,neptune
24364,9999,0,0,0.9877818825668392,0,True,1,neptune
62934,9999,201,0,4.449546753311275,1024,True,0,normal
6678,9999,271,0,4.028712887389843,1024,False,0,normal
23124,9999,1024,0,4.545253880411215,0,False,0,normal
8636,9999,227,0,4.290163722972508,1024,False,0,normal
22889,9999,0,0,2.97022934683489,0,True,1,portsweep
63076,9999,225,0,3.686037223496591,1024,False,0,normal
24652,9999,176,0,3.756868142319298,426,True,0,normal
59637,9999,0,0,0.26474476303143935,0,True,1,neptune
32961,9999,227,0,3.866460554950837,762,True,0,normal
46162,9999,855,0,4.072999379282077,575,False,0,normal
30532,9999,944,0,4.857710548899616,330,False,0,normal
18175,9999,954,0,4.264160161639438,326,False,0,normal
50325,9999,0,0,0.5675730099310115,0,True,1,neptune
63546,9999,166,0,3.280315862240597,1024,False,0,normal
18024,9999,306,0,3.8967239563977136,1024,False,0,normal
51261,9999,0,0,1.4058822234138746,0,True,1,neptune
17870,9999,0,0,2.7996918316528063,0,True,1,satan
47271,9999,1024,0,4.270992087502798,0,False,1,pod
51923,9999,0,0,0.9094372753739058,0,True,1,neptune
30012,9999,313,0,4.3585002173578,1024,False,0,normal
48563,9999,0,0,0.2013709886471694,0,True,1,neptune
18586,9999,0,0,1.8020910600730502,0,True,1,neptune
6136,9999,285,0,3.4437582758881446,1024,False,0,normal
7242,9999,226,0,4.396866164864889,1024,True,0,normal
29861,9999,256,0,3.8639080026655224,1024,False,0,normal
59251,9999,1024,1000,3.9420860498165498,449,False,0,normal
9254,9999,224,0,3.579449047014926,449,True,0,normal
30426,9999,0,0,1.1278022925257467,0,True,1,neptune
46441,9999,832,4000,4.228762271640448,0,False,1,warezclient
14078,9999,0,0,1.529180755911534,0,True,1,neptune
47576,9999,8,0,4.703974441298689,0,False,1,ipsweep
20761,9999,201,0,4.165910773388351,169,True,0,normal
53191,9999,285,0,4.856837119584152,304,True,0,normal
38390,9999,0,0,1.046486271411239,0,True,1,neptune
36305,9999,1024,0,4.538720181126462,0,True,0,normal
12427,9999,198,0,4.214359836453074,1024,False,0,normal
30905,9999,1024,5000,3.725397684287317,328,False,0,normal
56285,9999,331,0,4.090617077189922,955,True,0,normal
2283,9999,65,0,4.2515859387545625,0,True,0,normal
49956,9999,28,0,3.9839009342986964,0,False,1,teardrop
32812,9999,45,0,4.206428258998778,77,True,0,normal
47437,9999,0,0,3.4326814796634473,0,True,1,neptune
43814,9999,0,0,0.9883134290020537,0,True,1,neptune
28898,9999,0,0,0.0,0,True,1,neptune
20936,9999,9,0,4.839135075746685,142,False,0,normal
41492,9999,283,0,3.851204284889836,912,False,0,normal
10070,9999,221,0,2.088359889583851,1024,False,0,normal
38704,9999,18,0,3.437944852173591,0,False,1,ipsweep
7132,9999,0,0,0.8317770488331776,0,True,1,neptune
42946,9999,0,0,0.718626084341509,0,True,1,neptune
41584,9999,0,0,0.6314952680576544,0,True,1,neptune
6471,9999,302,0,3.658936865077713,1024,False,0,normal
49890,9999,0,0,1.2648714120299112,0,True,1,neptune
27848,9999,8,0,5.015181720501551,0,False,1,ipsweep
51786,9999,0,0,1.4102857990074507,0,True,1,neptune
3708,9999,355,0,4.561299092377285,870,True,0,normal
12600,9999,8,0,3.8112949842766306,0,False,1,ipsweep
32891,9999,106,5000,4.052332682775289,1024,False,0,normal
13166,9999,286,0,4.213241202115143,1024,True,0,normal
22303,9999,1,5000,2.670221053178615,0,False,1,portsweep
43639,9999,0,0,0.7871349647254414,0,False,1,nmap
10347,9999,1024,0,4.427275979166538,0,True,1,smurf
44743,9999,168,0,4.545146377550054,1024,False,0,normal
7694,9999,238,0,4.033705134757629,864,True,0,normal
12325,9999,0,0,2.402421409610637,0,False,1,portsweep
38933,9999,291,0,3.852204008391171,1024,True,0,normal
52212,9999,0,0,0.27933443274706415,0,True,1,neptune
12029,9999,749,0,4.0376012049173635,330,False,0,normal
20376,9999,198,0,4.127701555635709,1024,True,0,normal
60704,9999,0,0,2.864644789481112,0,True,1,neptune
64869,9999,167,0,4.120855611191602,709,False,0,normal
38508,9999,241,0,4.208450619541919,851,True,0,normal
29862,9999,337,0,4.1284310214535616,1024,True,0,normal
23400,9999,729,0,3.399234853851535,328,False,0,normal
40533,9999,8,0,3.8733678372436526,0,False,1,ipsweep
39144,9999,0,0,1.204921489133134,0,True,1,neptune
20038,9999,222,0,4.789355885653,1024,False,0,normal
2495,9999,0,0,2.8640371248806513,0,True,1,neptune
10797,9999,0,0,3.275420100224055,0,False,0,normal
62861,9999,46,0,4.439075955961912,134,True,0,normal
27999,9999,246,0,3.9016861508137204,1024,False,0,normal
32137,9999,222,0,4.57420387374367,771,True,0,normal
31157,9999,0,0,1.6010869157154484,0,True,1,neptune
51519,9999,0,0,1.6901923670305954,0,True,1,neptune
5214,9999,279,5000,4.229216084492766,1024,False,0,normal
6360,9999,226,0,5.180068624828768,651,True,0,normal
18819,9999,299,0,3.692358443617829,447,True,0,normal
32418,9999,0,0,2.06203879308947,0,True,1,neptune
44318,9999,12,0,4.384149744329217,0,False,0,normal
32679,9999,281,0,4.670193666513359,1024,True,0,normal
29484,9999,0,0,0.8399811227291445,0,True,1,neptune
61524,9999,42,0,4.422237351481881,42,False,0,normal
11411,9999,0,0,1.7134870818321812,0,True,1,neptune
37906,9999,0,0,0.4563206781380639,0,True,1,neptune
36004,9999,263,0,3.9183368590922902,453,True,0,normal
31569,9999,1,5000,1.9293736558844061,0,False,1,portsweep
53122,9999,0,0,2.910833511575422,0,False,0,normal
18246,9999,0,0,0.5919959032699569,0,True,1,neptune
62552,9999,0,0,0.8911161560166325,0,True,1,neptune
22413,9999,283,0,5.4618216788023295,1024,True,0,normal
36182,9999,161,0,4.858901753398599,1024,False,0,normal
34613,9999,211,0,3.280276231649684,321,True,0,normal
55844,9999,201,0,4.277869150799702,1024,True,0,normal
29338,9999,8,0,4.399465543529619,0,False,1,nmap
19381,9999,147,0,3.831051456647705,0,False,0,normal
2418,9999,0,0,1.0891538015792748,0,True,1,neptune
24485,9999,567,0,4.137991103707499,0,False,0,normal
54328,9999,0,0,2.32669431356907,0,True,1,neptune
1663,9999,0,0,0.5443353229569258,0,True,1,neptune
58836,9999,1024,5000,4.086148359220495,0,False,1,warezclient
36042,9999,320,0,4.049701263990883,420,True,0,normal
10071,9999,8,0,3.6457186422913654,0,False,1,ipsweep
20517,9999,0,0,2.1028119300730777,0,False,0,normal
36765,9999,204,0,3.955110375164397,1024,False,0,normal
21389,9999,0,0,3.4430754764916367,0,False,1,portsweep
8028,9999,1024,0,3.961757114526565,0,False,0,normal
43987,9999,0,0,1.8113654153178245,0,True,1,neptune
44390,9999,344,0,3.5320897261687194,573,True,0,normal
8692,9999,0,0,3.096554900727413,0,True,1,neptune
19166,9999,0,0,0.822852285447997,0,True,1,neptune
16756,9999,243,0,4.293980473206555,821,True,0,normal
43564,9999,1024,0,3.609206058887402,0,True,1,smurf
48136,9999,8,0,4.963698876996878,0,False,1,ipsweep
47923,9999,0,0,1.814693798461997,0,True,1,satan
61584,9999,105,0,4.857740119840123,146,False,0,normal
50610,9999,0,0,1.0449942345544163,0,True,1,neptune
21711,9999,1024,1000,4.276212290873456,327,False,0,normal
7974,9999,0,0,1.6672624515459789,0,True,1,neptune
40675,9999,0,0,1.4288307475830346,0,True,1,neptune
60116,9999,0,0,0.6349865561034693,0,True,1,neptune
63932,9999,657,0,4.300044777631301,326,False,0,normal
15875,9999,0,0,1.9337369863173084,0,True,1,neptune
16277,9999,284,0,3.556354143919589,765,True,0,normal
3437,9999,261,0,5.059214255596989,1024,True,0,normal
10136,9999,317,0,4.192851242984282,315,False,0,normal
36818,9999,33,0,3.7833861140398715,0,True,0,normal
36298,9999,0,0,2.553355307695873,0,False,1,portsweep
24952,9999,0,0,2.8883564627958624,0,False,1,portsweep
21019,9999,44,0,3.0223608344647523,70,True,0,normal
54554,9999,215,0,3.792377765470606,584,False,0,normal
30701,9999,0,0,0.8685363780721942,0,True,1,neptune
53165,9999,332,0,3.46279317544379,1024,True,0,normal
63161,9999,978,1000,4.37392259745218,334,False,0,normal
21482,9999,296,0,3.8906168561053063,1024,True,0,normal
14102,9999,0,0,0.6821027276927861,0,True,1,neptune
62496,9999,0,0,2.8373330324657284,0,True,1,neptune
41977,9999,214,0,4.177553736657924,1024,True,0,normal
19791,9999,0,0,1.0366106052334971,0,True,1,neptune
41140,9999,48,0,3.649512455956211,48,False,0,normal
34250,9999,226,0,4.062826737020222,1024,False,0,normal
59440,9999,0,0,0.9746620212168713,0,True,1,neptune
17536,9999,78,0,3.4302678884255937,0,True,0,normal
64979,9999,0,0,0.8557476532463697,0,True,1,neptune
61409,9999,0,0,3.289669135210444,0,False,0,normal
12681,9999,0,0,1.286069129948254,0,True,1,neptune
11643,9999,0,0,2.8850178337983032,0,False,1,ipsweep
35418,9999,0,0,3.338386397392988,0,False,1,portsweep
3921,9999,294,0,3.510022251507689,1024,False,0,normal
20299,9999,0,0,0.525506080903337,0,True,1,neptune
29092,9999,220,0,3.8743725183531597,1024,True,0,normal
63559,9999,0,0,3.5987830680435673,0,True,1,satan
65043,9999,196,0,4.081625813269103,1024,True,0,normal
10799,9999,0,0,0.862317095167114,0,True,1,neptune
58546,9999,327,0,4.772069000603324,1024,False,0,normal
6889,9999,0,0,2.856530782398231,0,True,1,neptune
49317,9999,319,0,5.117366618642997,0,False,0,normal
55577,9999,1024,0,3.7443584381896273,302,False,0,normal
58489,9999,210,0,3.4941356353743496,1024,True,0,normal
15436,9999,0,0,0.9168190125740622,0,True,1,neptune
58661,9999,0,0,2.8754578695814916,0,False,0,normal
8506,9999,234,0,3.5961400118253586,1024,True,0,normal
34496,9999,8,0,5.300987039079218,0,False,1,ipsweep
31314,9999,1024,0,4.159313283902625,1024,False,1,back
21404,9999,237,0,4.232124786835792,1024,False,0,normal
2450,9999,0,0,0.7690603664315394,0,True,1,neptune
50827,9999,0,0,0.7111653076274351,0,True,1,neptune
22672,9999,200,0,4.51277917785885,955,False,0,normal
43708,9999,219,0,3.1620791137051194,657,True,0,normal
27487,9999,284,0,3.428567763604816,1024,False,0,normal
25129,9999,0,0,0.8763457471962227,0,True,1,neptune
58199,9999,325,0,4.675523652817156,426,False,0,normal
7118,9999,0,0,0.8127415135152631,0,True,1,neptune
48543,9999,30,0,4.208075778637098,0,False,0,normal
49200,9999,335,0,4.013864339694046,1024,False,0,normal
25537,9999,36,0,4.648129206468404,0,False,0,normal
17955,9999,0,0,0.20763849089353936,0,True,1,neptune
1366,9999,43,0,4.367981601861389,43,True,0,normal
61458,9999,0,0,0.9005505351287014,0,True,1,neptune
62163,9999,0,0,3.462442096959704,0,False,0,normal
16569,9999,0,0,0.5903589469498423,0,True,1,neptune
3082,9999,0,0,1.0121965349314193,0,True,1,neptune
8943,9999,216,0,3.948746644543658,1024,False,0,normal
5387,9999,0,0,0.49878226433979367,0,True,1,neptune
54639,9999,44,0,3.359793493526518,78,True,0,normal
58562,9999,347,0,3.7097943190684286,1024,True,0,normal
10912,9999,570,1000,4.064965564497499,280,False,0,normal
49196,9999,219,0,3.6215438878477535,1024,True,0,normal
12588,9999,146,0,3.834963218486091,0,False,0,normal
24713,9999,0,0,0.05710132275821456,0,True,1,neptune
39690,9999,0,0,0.8146750397581349,0,True,1,neptune
47467,9999,0,0,1.5117933233125034,0,True,1,neptune
57442,9999,0,0,1.3525901629850416,0,True,1,neptune
3913,9999,1,5000,2.9565390314864284,0,False,1,portsweep
13696,9999,0,0,1.1218263625070817,0,True,1,neptune
19119,9999,18,0,3.585869802202921,0,False,1,ipsweep
21043,9999,0,0,4.8122193416457,4,False,0,normal
65407,9999,233,0,5.033881253256952,581,True,0,normal
51175,9999,0,0,1.082411815352987,0,True,1,neptune
21694,9999,276,0,5.295342918030746,0,False,0,normal
63717,9999,44,0,3.659908814232329,139,True,0,normal
33234,9999,8,0,3.3744603799655235,0,False,1,ipsweep
33327,9999,1024,5000,3.645188122952941,1024,False,0,normal
29002,9999,200,0,3.8902548674625046,764,False,0,normal
10306,9999,46,0,5.156033275601482,46,True,0,normal
61301,9999,0,0,0.8594204362970203,0,True,1,neptune
1923,9999,0,0,0.5701720935979894,0,True,1,neptune
12266,9999,216,0,3.5507705702112817,1024,True,0,normal
15839,9999,0,0,3.5700110560216403,0,True,1,neptune
19041,9999,234,0,4.498650874154518,997,True,0,normal
9527,9999,220,0,3.757260906823195,1024,True,0,normal
2182,9999,0,0,0.06210794196142233,0,True,1,neptune
44740,9999,105,0,3.435703227645358,146,True,0,normal
63555,9999,0,0,3.8606219187497715,0,False,0,normal
8883,9999,0,0,1.3444039422747354,0,True,1,neptune
20153,9999,0,0,1.0327306877791527,0,True,1,neptune
33687,9999,0,0,1.9344165865755292,0,True,1,neptune
60858,9999,288,0,4.9791631364057585,1024,True,0,normal
45811,9999,0,0,2.9820301990193507,0,True,1,neptune
50451,9999,0,0,0.9912141197341666,0,True,1,neptune
38512,9999,1,0,3.7089766589439614,0,True,1,satan
27927,9999,28,0,3.8576983562574325,0,True,1,teardrop
13911,9999,279,0,3.2568375120999393,494,False,0,normal
56781,9999,1024,0,3.25480681190797,0,True,1,smurf
52898,9999,192,0,3.1386705655470495,0,False,0,normal
2643,9999,105,5000,4.542168503459722,1024,False,0,normal
47175,9999,0,0,2.2192988885437184,0,False,1,ipsweep
6467,9999,1024,5000,4.974981149353077,282,False,0,normal
48696,9999,520,0,3.6348110544002976,0,True,1,smurf
54307,9999,0,0,1.868674953391268,0,True,1,neptune
9478,9999,230,0,3.8174728285672628,362,True,0,normal
29011,9999,44,0,3.2169066145397616,110,True,0,normal
9007,9999,271,0,4.6418894490327345,1024,True,0,normal
37619,9999,179,0,4.700932813816612,1024,True,0,normal
60861,9999,852,0,3.5469744998664945,0,True,0,normal
6240,9999,222,0,3.8341738667012746,310,False,0,normal
26672,9999,314,0,3.5471020317195103,1024,True,0,normal
63800,9999,0,0,2.9397366527711406,0,True,1,neptune
20438,9999,230,0,4.053914573720427,1024,False,0,normal
9553,9999,0,0,0.8243084704422857,0,True,1,neptune
32543,9999,0,0,0.09055430230457351,0,True,1,neptune
33819,9999,857,0,3.709560342454989,327,False,0,normal
43786,9999,234,0,4.351759381777021,1024,True,0,normal
21263,9999,1024,0,3.895550228702042,0,True,1,smurf
62672,9999,28,0,3.836279686219147,0,True,1,teardrop
34635,9999,0,0,0.5346117274846176,0,True,1,neptune
19502,9999,215,0,3.6949743154011916,1024,True,0,normal
62972,9999,46,0,4.70447405329098,46,True,0,normal
60684,9999,105,0,3.430111371598946,146,False,0,normal
33225,9999,0,0,1.360411548342615,0,True,1,neptune
2627,9999,0,0,1.0235276104517623,0,True,1,neptune
39532,9999,0,0,1.122405331560701,0,True,1,neptune
36840,9999,305,0,3.633821859492691,1024,False,0,normal
10585,9999,0,0,2.8241113169760412,0,True,1,neptune
41922,9999,336,0,3.9971399099140212,1024,True,0,normal
55264,9999,0,0,0.7396665176954018,0,True,1,neptune
7855,9999,0,0,1.1657160520182748,0,True,1,neptune
47686,9999,147,5000,4.228719508061536,105,False,0,normal
10077,9999,335,0,5.08635331180996,1024,False,0,normal
49331,9999,0,0,1.1390950146811858,0,True,1,neptune
28061,9999,339,0,3.0438786722405813,241,False,0,normal
1444,9999,317,0,4.58150954041934,1024,False,0,normal
63356,9999,0,0,0.8980646791819038,0,True,1,neptune
11730,9999,1024,0,5.005962681468427,1024,False,1,back
39475,9999,0,0,1.735462226252654,0,True,1,neptune
12730,9999,42,0,3.747366308144217,131,True,0,normal
61214,9999,986,0,4.360951391935588,368,False,0,normal
48654,9999,0,0,0.7030224261260561,0,True,1,neptune
52914,9999,183,0,4.001345413207347,0,False,0,normal
28897,9999,0,0,3.337992407176977,0,True,1,neptune
31175,9999,405,0,4.5565001030232555,1024,False,0,normal
41943,9999,0,0,1.44760291444312,0,True,1,neptune
51649,9999,785,0,4.037494815956414,327,False,0,normal
55663,9999,258,0,5.241711950040608,1024,False,0,normal
2174,9999,0,0,0.8174897967364554,0,True,1,neptune
43831,9999,8,0,3.196399684150351,0,False,1,ipsweep
8064,9999,318,0,3.292650352395338,1024,False,0,normal
19598,9999,0,0,3.7370038650611717,0,True,1,neptune
54531,9999,0,0,0.9616735400765978,0,True,1,neptune
17184,9999,0,0,1.079528749027046,0,True,1,neptune
52427,9999,216,0,3.7287380600378315,1024,True,0,normal
30893,9999,0,1000,2.773648760350405,0,True,1,portsweep
16031,9999,291,0,3.6064520695253526,320,False,0,normal
22586,9999,224,0,4.235575406665045,546,True,0,normal
35264,9999,0,0,2.84131004123145,0,True,1,satan
50384,9999,0,0,1.2175026889017007,0,True,1,neptune
